20220317/163710.553-0400

              1              2              3              4              5              6
        gravity     total_mass   total_radius      core_mass    core_radius      core_temp
   2.103954E+14       1.406531      10.657103       1.400000      10.000000   9.350000E+07


              1              2              3              4              5              6              7
          model           time        lg_Mdot        lg_Teff       lg_Lsurf         lg_Lnu        lg_Lnuc
              1  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              2  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              3  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              4  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              5  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              6  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              7  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              8  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
              9  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             10  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             11  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             12  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             13  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             14  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             15  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.518209
             16  -4.383000E+03      17.000000       5.986237      32.853048      30.216145      35.518209
             17  -4.383000E+03      17.000000       5.986237      32.853049      30.216145      35.518209
             18  -4.382999E+03      17.000000       5.986239      32.853054      30.216146      35.518209
             19  -4.382998E+03      17.000000       5.986244      32.853075      30.216146      35.518209
             20  -4.382993E+03      17.000000       5.986266      32.853163      30.216148      35.518209
             21  -4.382980E+03      17.000000       5.986356      32.853523      30.216153      35.518209
             22  -4.382939E+03      17.000000       5.986679      32.854818      30.216167      35.518209
             23  -4.382818E+03      17.000000       5.987752      32.859107      30.216212      35.518209
             24  -4.382455E+03      17.000000       5.991151      32.872704      30.216355      35.518209
             25  -4.381366E+03      17.000000       6.001498      32.914093      30.216828      35.518209
             26  -4.378097E+03      17.000000       6.029835      33.027438      30.218567      35.518209
             27  -4.368290E+03      17.000000       6.082572      33.238387      30.225611      35.518209
             28  -4.345995E+03      17.000000       6.133372      33.441587      30.243435      35.518209
             29  -4.305907E+03      17.000000       6.170142      33.588668      30.270881      35.518209
             30  -4.228078E+03      17.000000       6.200192      33.708867      30.316237      35.518209
             31  -4.077361E+03      17.000000       6.225176      33.808806      30.396485      35.518209
             32  -3.777868E+03      17.000000       6.246351      33.893505      30.525854      35.518209
             33  -3.206087E+03      17.000000       6.262189      33.956856      30.671604      35.518209
             34  -2.133170E+03      17.000000       6.271609      33.994537      30.778121      35.518209
             35  -1.847243E+02      17.000000       6.274950      34.007901      30.819140      35.518209
             36   0.000000E+00      17.000000       6.275038      34.008251      30.820230      35.518209
             37   0.000000E+00       0.000000       6.275038      34.008251      30.820230       0.000000
             38   5.748465E+01       0.000000       6.207153      33.736711      30.689787       0.000000
             39   6.510000E+01       0.000000       6.202407      33.717727      30.681650       0.000000
             40   6.510000E+01       0.000000       6.202407      33.717727      30.681650       0.000000
             41   7.271535E+01       0.000000       6.197957      33.699929      30.674053       0.000000
             42   9.556139E+01       0.000000       6.186896      33.655684      30.653652       0.000000
             43   1.640995E+02       0.000000       6.163765      33.563160      30.605085       0.000000
             44   2.357000E+02       0.000000       6.146953      33.495913      30.564754       0.000000
             45   2.357000E+02       0.000000       6.146953      33.495913      30.564754       0.000000
             46   3.073005E+02       0.000000       6.133707      33.442927      30.530127       0.000000
             47   5.221019E+02       0.000000       6.103446      33.321886      30.445470       0.000000
             48   7.516000E+02       0.000000       6.078330      33.221421      30.377057       0.000000
             49   7.516000E+02       0.000000       6.078330      33.221421      30.377057       0.000000
             50   9.295000E+02       0.000000       6.061702      33.154909      30.336815       0.000000
             51   9.295000E+02       0.000000       6.061702      33.154909      30.336815       0.000000
             52   1.107400E+03       0.000000       6.046997      33.096087      30.305852       0.000000
             53   1.500500E+03       0.000000       6.020980      32.992022      30.261746       0.000000
             54   1.500500E+03       0.000000       6.020980      32.992022      30.261746       0.000000
             55   1.582900E+03       0.000000       6.016657      32.974728      30.255582       0.000000
             56   1.582900E+03       0.000000       6.016657      32.974728      30.255582       0.000000
             57   1.665300E+03       0.000000       6.012709      32.958937      30.250220       0.000000
             58   1.912500E+03       0.000000       6.002981      32.920025      30.237990       0.000000
             59   2.654100E+03       0.000000       5.987915      32.859759      30.221490       0.000000
             60   3.039700E+03       0.000000       5.984896      32.847683      30.218447       0.000000
             61   3.039700E+03       0.000000       5.984896      32.847683      30.218447       0.000000
             62   3.425300E+03       0.000000       5.983340      32.841460      30.216926       0.000000
             63   4.582100E+03       0.000000       5.981966      32.835963      30.215604       0.000000
             64   5.312100E+03       0.000000       5.981816      32.835362      30.215460       0.000000
