20220317/163709.798-0400

              1              2              3              4              5              6
        gravity     total_mass   total_radius      core_mass    core_radius      core_temp
   2.103954E+14       1.406531      10.657103       1.400000      10.000000   9.350000E+07


              1              2              3              4              5              6              7
          model           time        lg_Mdot        lg_Teff       lg_Lsurf         lg_Lnu        lg_Lnuc
              1  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              2  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              3  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              4  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              5  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              6  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              7  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              8  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
              9  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             10  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             11  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             12  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             13  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             14  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             15  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.516936
             16  -4.383000E+03      17.000000       5.986237      32.853048      30.216145      35.516936
             17  -4.383000E+03      17.000000       5.986237      32.853049      30.216145      35.516936
             18  -4.382999E+03      17.000000       5.986239      32.853054      30.216146      35.516936
             19  -4.382998E+03      17.000000       5.986244      32.853074      30.216146      35.516936
             20  -4.382993E+03      17.000000       5.986265      32.853161      30.216148      35.516936
             21  -4.382980E+03      17.000000       5.986354      32.853518      30.216153      35.516936
             22  -4.382939E+03      17.000000       5.986676      32.854803      30.216167      35.516936
             23  -4.382818E+03      17.000000       5.987741      32.859063      30.216212      35.516936
             24  -4.382455E+03      17.000000       5.991118      32.872573      30.216355      35.516936
             25  -4.381366E+03      17.000000       6.001403      32.913712      30.216828      35.516936
             26  -4.378097E+03      17.000000       6.029587      33.026449      30.218564      35.516936
             27  -4.368290E+03      17.000000       6.082097      33.236488      30.225593      35.516936
             28  -4.345940E+03      17.000000       6.132813      33.439350      30.243392      35.516936
             29  -4.305750E+03      17.000000       6.169513      33.586153      30.270721      35.516936
             30  -4.227690E+03      17.000000       6.199516      33.706164      30.315780      35.516936
             31  -4.076472E+03      17.000000       6.224476      33.806005      30.395443      35.516936
             32  -3.775871E+03      17.000000       6.245639      33.890655      30.523874      35.516936
             33  -3.201861E+03      17.000000       6.261458      33.953932      30.668482      35.516936
             34  -2.124734E+03      17.000000       6.270843      33.991471      30.773909      35.516936
             35  -1.685017E+02      17.000000       6.274152      34.004707      30.814264      35.516936
             36   0.000000E+00      17.000000       6.274230      34.005022      30.815240      35.516936
             37   0.000000E+00       0.000000       6.274230      34.005022      30.815240       0.000000
             38   5.745285E+01       0.000000       6.206498      33.734090      30.686893       0.000000
             39   6.510000E+01       0.000000       6.201741      33.715065      30.678790       0.000000
             40   6.510000E+01       0.000000       6.201741      33.715065      30.678790       0.000000
             41   7.274715E+01       0.000000       6.197285      33.697240      30.671223       0.000000
             42   9.568861E+01       0.000000       6.186215      33.652962      30.650900       0.000000
             43   1.645130E+02       0.000000       6.163086      33.560443      30.602512       0.000000
             44   2.357000E+02       0.000000       6.146429      33.493818      30.562682       0.000000
             45   2.357000E+02       0.000000       6.146429      33.493818      30.562682       0.000000
             46   3.068870E+02       0.000000       6.133285      33.441240      30.528438       0.000000
             47   5.204481E+02       0.000000       6.103221      33.320984      30.444617       0.000000
             48   7.516000E+02       0.000000       6.077953      33.219910      30.376020       0.000000
             49   7.516000E+02       0.000000       6.077953      33.219910      30.376020       0.000000
             50   9.295000E+02       0.000000       6.061359      33.153538      30.336017       0.000000
             51   9.295000E+02       0.000000       6.061359      33.153538      30.336017       0.000000
             52   1.107400E+03       0.000000       6.046690      33.094862      30.305246       0.000000
             53   1.500500E+03       0.000000       6.020762      32.991149      30.261428       0.000000
             54   1.500500E+03       0.000000       6.020762      32.991149      30.261428       0.000000
             55   1.582900E+03       0.000000       6.016457      32.973928      30.255304       0.000000
             56   1.582900E+03       0.000000       6.016457      32.973928      30.255304       0.000000
             57   1.665300E+03       0.000000       6.012527      32.958209      30.249979       0.000000
             58   1.912500E+03       0.000000       6.002848      32.919492      30.237832       0.000000
             59   2.654100E+03       0.000000       5.987872      32.859589      30.221447       0.000000
             60   3.039700E+03       0.000000       5.984874      32.847595      30.218426       0.000000
             61   3.039700E+03       0.000000       5.984874      32.847595      30.218426       0.000000
             62   3.425300E+03       0.000000       5.983329      32.841415      30.216915       0.000000
             63   4.582100E+03       0.000000       5.981964      32.835957      30.215603       0.000000
             64   5.312100E+03       0.000000       5.981815      32.835360      30.215460       0.000000
