20220317/163717.350-0400

              1              2              3              4              5              6
        gravity     total_mass   total_radius      core_mass    core_radius      core_temp
   2.103954E+14       1.406531      10.657103       1.400000      10.000000   9.350000E+07


              1              2              3              4              5              6              7
          model           time        lg_Mdot        lg_Teff       lg_Lsurf         lg_Lnu        lg_Lnuc
              1  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              2  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              3  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              4  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              5  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              6  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              7  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              8  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
              9  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             10  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             11  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             12  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             13  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             14  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             15  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.529497
             16  -4.383000E+03      17.000000       5.986237      32.853048      30.216145      35.529497
             17  -4.383000E+03      17.000000       5.986237      32.853050      30.216145      35.529497
             18  -4.382999E+03      17.000000       5.986239      32.853056      30.216146      35.529497
             19  -4.382998E+03      17.000000       5.986245      32.853080      30.216146      35.529497
             20  -4.382993E+03      17.000000       5.986269      32.853177      30.216148      35.529497
             21  -4.382980E+03      17.000000       5.986367      32.853567      30.216153      35.529497
             22  -4.382939E+03      17.000000       5.986712      32.854950      30.216168      35.529497
             23  -4.382818E+03      17.000000       5.987851      32.859503      30.216213      35.529497
             24  -4.382455E+03      17.000000       5.991447      32.873887      30.216357      35.529497
             25  -4.381366E+03      17.000000       6.002352      32.917508      30.216835      35.529497
             26  -4.378097E+03      17.000000       6.032045      33.036280      30.218596      35.529497
             27  -4.368290E+03      17.000000       6.086789      33.255255      30.225781      35.529497
             28  -4.346449E+03      17.000000       6.138335      33.461439      30.243868      35.529497
             29  -4.307240E+03      17.000000       6.175702      33.610907      30.272449      35.529497
             30  -4.231366E+03      17.000000       6.206150      33.732701      30.320689      35.529497
             31  -4.084858E+03      17.000000       6.231355      33.833519      30.406621      35.529497
             32  -3.794862E+03      17.000000       6.252625      33.918601      30.544879      35.529497
             33  -3.241631E+03      17.000000       6.268626      33.982606      30.701217      35.529497
             34  -2.204199E+03      17.000000       6.278345      34.021482      30.817596      35.529497
             35  -3.221748E+02      17.000000       6.281965      34.035961      30.864676      35.529497
             36   0.000000E+00      17.000000       6.282133      34.036633      30.866895      35.529497
             37   0.000000E+00       0.000000       6.282133      34.036633      30.866895       0.000000
             38   5.635697E+01       0.000000       6.213748      33.763090      30.717762       0.000000
             39   6.510000E+01       0.000000       6.208146      33.740686      30.707635       0.000000
             40   6.510000E+01       0.000000       6.208146      33.740686      30.707635       0.000000
             41   7.384303E+01       0.000000       6.203017      33.720168      30.698310       0.000000
             42   1.000721E+02       0.000000       6.190454      33.669917      30.673736       0.000000
             43   1.787594E+02       0.000000       6.164824      33.567395      30.616723       0.000000
             44   2.357000E+02       0.000000       6.151585      33.514441      30.583554       0.000000
             45   2.357000E+02       0.000000       6.151585      33.514441      30.583554       0.000000
             46   2.926406E+02       0.000000       6.140624      33.470595      30.554224       0.000000
             47   4.634626E+02       0.000000       6.114716      33.366965      30.480232       0.000000
             48   7.516000E+02       0.000000       6.081700      33.234898      30.386497       0.000000
             49   7.516000E+02       0.000000       6.081700      33.234898      30.386497       0.000000
             50   9.295000E+02       0.000000       6.064765      33.167159      30.344092       0.000000
             51   9.295000E+02       0.000000       6.064765      33.167159      30.344092       0.000000
             52   1.107400E+03       0.000000       6.049740      33.107059      30.311380       0.000000
             53   1.500500E+03       0.000000       6.022949      32.999898      30.264661       0.000000
             54   1.500500E+03       0.000000       6.022949      32.999898      30.264661       0.000000
             55   1.582900E+03       0.000000       6.018463      32.981951      30.258120       0.000000
             56   1.582900E+03       0.000000       6.018463      32.981951      30.258120       0.000000
             57   1.665300E+03       0.000000       6.014356      32.965524      30.252428       0.000000
             58   1.912500E+03       0.000000       6.004190      32.924858      30.239438       0.000000
             59   2.654100E+03       0.000000       5.988304      32.861314      30.221888       0.000000
             60   3.039700E+03       0.000000       5.985098      32.848492      30.218647       0.000000
             61   3.039700E+03       0.000000       5.985098      32.848492      30.218647       0.000000
             62   3.425300E+03       0.000000       5.983443      32.841872      30.217025       0.000000
             63   4.582100E+03       0.000000       5.981979      32.836017      30.215617       0.000000
             64   5.312100E+03       0.000000       5.981819      32.835377      30.215464       0.000000
