20220317/163723.862-0400

              1              2              3              4              5              6
        gravity     total_mass   total_radius      core_mass    core_radius      core_temp
   2.103954E+14       1.406531      10.657103       1.400000      10.000000   9.350000E+07


              1              2              3              4              5              6              7
          model           time        lg_Mdot        lg_Teff       lg_Lsurf         lg_Lnu        lg_Lnuc
              1  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              2  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              3  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              4  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              5  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              6  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              7  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              8  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
              9  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             10  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             11  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             12  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             13  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             14  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             15  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.540499
             16  -4.383000E+03      17.000000       5.986237      32.853048      30.216145      35.540499
             17  -4.383000E+03      17.000000       5.986238      32.853050      30.216145      35.540499
             18  -4.382999E+03      17.000000       5.986239      32.853058      30.216146      35.540499
             19  -4.382998E+03      17.000000       5.986246      32.853084      30.216146      35.540499
             20  -4.382993E+03      17.000000       5.986273      32.853192      30.216148      35.540499
             21  -4.382980E+03      17.000000       5.986378      32.853611      30.216153      35.540499
             22  -4.382939E+03      17.000000       5.986745      32.855082      30.216168      35.540499
             23  -4.382818E+03      17.000000       5.987950      32.859899      30.216214      35.540499
             24  -4.382455E+03      17.000000       5.991742      32.875068      30.216359      35.540499
             25  -4.381366E+03      17.000000       6.003202      32.920909      30.216842      35.540499
             26  -4.378097E+03      17.000000       6.034230      33.045021      30.218627      35.540499
             27  -4.368290E+03      17.000000       6.090914      33.271757      30.225963      35.540499
             28  -4.346884E+03      17.000000       6.143123      33.480591      30.244356      35.540499
             29  -4.308485E+03      17.000000       6.181054      33.632317      30.274214      35.540499
             30  -4.234431E+03      17.000000       6.211875      33.755601      30.325709      35.540499
             31  -4.091765E+03      17.000000       6.237294      33.857277      30.418109      35.540499
             32  -3.810600E+03      17.000000       6.258650      33.942700      30.566029      35.540499
             33  -3.276335E+03      17.000000       6.274767      34.007169      30.732954      35.540499
             34  -2.271633E+03      17.000000       6.284785      34.047239      30.859613      35.540499
             35  -4.528753E+02      17.000000       6.288683      34.062833      30.913042      35.540499
             36   0.000000E+00      17.000000       6.288942      34.063867      30.916648      35.540499
             37   0.000000E+00       0.000000       6.288942      34.063867      30.916648       0.000000
             38   5.648397E+01       0.000000       6.219419      33.785777      30.744879       0.000000
             39   6.510000E+01       0.000000       6.213807      33.763326      30.734133       0.000000
             40   6.510000E+01       0.000000       6.213807      33.763326      30.734133       0.000000
             41   7.371603E+01       0.000000       6.208648      33.742691      30.724275       0.000000
             42   9.956414E+01       0.000000       6.195985      33.692039      30.698393       0.000000
             43   1.771084E+02       0.000000       6.170048      33.588293      30.638662       0.000000
             44   2.357000E+02       0.000000       6.156099      33.532497      30.602643       0.000000
             45   2.357000E+02       0.000000       6.156099      33.532497      30.602643       0.000000
             46   2.942916E+02       0.000000       6.144618      33.486573      30.571000       0.000000
             47   4.700662E+02       0.000000       6.117657      33.378727      30.491708       0.000000
             48   7.516000E+02       0.000000       6.085006      33.248124      30.396152       0.000000
             49   7.516000E+02       0.000000       6.085006      33.248124      30.396152       0.000000
             50   9.295000E+02       0.000000       6.067789      33.179256      30.351552       0.000000
             51   9.295000E+02       0.000000       6.067789      33.179256      30.351552       0.000000
             52   1.107400E+03       0.000000       6.052463      33.117952      30.317058       0.000000
             53   1.500500E+03       0.000000       6.024931      33.007822      30.267663       0.000000
             54   1.500500E+03       0.000000       6.024931      33.007822      30.267663       0.000000
             55   1.582900E+03       0.000000       6.020284      32.989234      30.260735       0.000000
             56   1.582900E+03       0.000000       6.020284      32.989234      30.260735       0.000000
             57   1.665300E+03       0.000000       6.016021      32.972184      30.254705       0.000000
             58   1.912500E+03       0.000000       6.005419      32.929777      30.240932       0.000000
             59   2.654100E+03       0.000000       5.988704      32.862916      30.222300       0.000000
             60   3.039700E+03       0.000000       5.985307      32.849327      30.218854       0.000000
             61   3.039700E+03       0.000000       5.985307      32.849327      30.218854       0.000000
             62   3.425300E+03       0.000000       5.983550      32.842298      30.217129       0.000000
             63   4.582100E+03       0.000000       5.981993      32.836073      30.215631       0.000000
             64   5.312100E+03       0.000000       5.981823      32.835392      30.215467       0.000000
