20220317/163712.808-0400

              1              2              3              4              5              6
        gravity     total_mass   total_radius      core_mass    core_radius      core_temp
   2.103954E+14       1.406531      10.657103       1.400000      10.000000   9.350000E+07


              1              2              3              4              5              6              7
          model           time        lg_Mdot        lg_Teff       lg_Lsurf         lg_Lnu        lg_Lnuc
              1  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              2  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              3  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              4  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              5  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              6  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              7  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              8  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
              9  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             10  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             11  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             12  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             13  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             14  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             15  -4.383000E+03      17.000000       5.986237      32.853047      30.216145      35.522004
             16  -4.383000E+03      17.000000       5.986237      32.853048      30.216145      35.522004
             17  -4.383000E+03      17.000000       5.986237      32.853050      30.216145      35.522004
             18  -4.382999E+03      17.000000       5.986239      32.853055      30.216146      35.522004
             19  -4.382998E+03      17.000000       5.986244      32.853076      30.216146      35.522004
             20  -4.382993E+03      17.000000       5.986267      32.853168      30.216148      35.522004
             21  -4.382980E+03      17.000000       5.986359      32.853537      30.216153      35.522004
             22  -4.382939E+03      17.000000       5.986690      32.854862      30.216167      35.522004
             23  -4.382818E+03      17.000000       5.987785      32.859239      30.216213      35.522004
             24  -4.382455E+03      17.000000       5.991250      32.873099      30.216355      35.522004
             25  -4.381366E+03      17.000000       6.001783      32.915233      30.216831      35.522004
             26  -4.378097E+03      17.000000       6.030574      33.030397      30.218577      35.522004
             27  -4.368290E+03      17.000000       6.083988      33.244052      30.225666      35.522004
             28  -4.346151E+03      17.000000       6.135044      33.448275      30.243572      35.522004
             29  -4.306367E+03      17.000000       6.172016      33.596164      30.271380      35.522004
             30  -4.229208E+03      17.000000       6.202203      33.716913      30.317657      35.522004
             31  -4.079951E+03      17.000000       6.227261      33.817145      30.399713      35.522004
             32  -3.783708E+03      17.000000       6.248471      33.901982      30.531957      35.522004
             33  -3.218400E+03      17.000000       6.264363      33.965552      30.681175      35.522004
             34  -2.157611E+03      17.000000       6.273888      34.003650      30.790973      35.522004
             35  -2.320025E+02      17.000000       6.277323      34.017390      30.833991      35.522004
             36   0.000000E+00      17.000000       6.277436      34.017845      30.835436      35.522004
             37   0.000000E+00       0.000000       6.277436      34.017845      30.835436       0.000000
             38   5.734167E+01       0.000000       6.209238      33.745053      30.698770       0.000000
             39   6.510000E+01       0.000000       6.204365      33.725560      30.690264       0.000000
             40   6.510000E+01       0.000000       6.204365      33.725560      30.690264       0.000000
             41   7.285833E+01       0.000000       6.199811      33.707343      30.682339       0.000000
             42   9.613332E+01       0.000000       6.188508      33.662131      30.661134       0.000000
             43   1.659583E+02       0.000000       6.164944      33.567875      30.610892       0.000000
             44   2.357000E+02       0.000000       6.148513      33.502152      30.570992       0.000000
             45   2.357000E+02       0.000000       6.148513      33.502152      30.570992       0.000000
             46   3.054417E+02       0.000000       6.135487      33.450050      30.536632       0.000000
             47   5.146669E+02       0.000000       6.105628      33.330612      30.452346       0.000000
             48   7.516000E+02       0.000000       6.079459      33.225936      30.380183       0.000000
             49   7.516000E+02       0.000000       6.079459      33.225936      30.380183       0.000000
             50   9.295000E+02       0.000000       6.062727      33.159009      30.339222       0.000000
             51   9.295000E+02       0.000000       6.062727      33.159009      30.339222       0.000000
             52   1.107400E+03       0.000000       6.047914      33.099754      30.307679       0.000000
             53   1.500500E+03       0.000000       6.021636      32.994643      30.262709       0.000000
             54   1.500500E+03       0.000000       6.021636      32.994643      30.262709       0.000000
             55   1.582900E+03       0.000000       6.017257      32.977130      30.256420       0.000000
             56   1.582900E+03       0.000000       6.017257      32.977130      30.256420       0.000000
             57   1.665300E+03       0.000000       6.013256      32.961126      30.250949       0.000000
             58   1.912500E+03       0.000000       6.003382      32.921627      30.238468       0.000000
             59   2.654100E+03       0.000000       5.988043      32.860273      30.221621       0.000000
             60   3.039700E+03       0.000000       5.984963      32.847950      30.218513       0.000000
             61   3.039700E+03       0.000000       5.984963      32.847950      30.218513       0.000000
             62   3.425300E+03       0.000000       5.983374      32.841596      30.216958       0.000000
             63   4.582100E+03       0.000000       5.981970      32.835981      30.215608       0.000000
             64   5.312100E+03       0.000000       5.981817      32.835367      30.215461       0.000000
